 tpm2-tss, Implementation of the TCG Trusted Platform Module 2.0 Software Stack (TSS2)
 tracker3, SQLite-based RDF triplestore database with SPARQL interface
 tree, A directory listing program displaying a depth indented list of files
 tree-sitter, Incremental parsing library
 tree-sitter-bash, Bash grammar for tree-sitter
 tree-sitter-c, C grammar for tree-sitter
 tree-sitter-lua, Lua grammar for tree-sitter
 tree-sitter-markdown, Markdown grammar for tree-sitter
 tree-sitter-python, Python grammar for tree-sitter
 tree-sitter-query, TS query grammar for tree-sitter
 tree-sitter-vim, Vimscript grammar for tree-sitter
 tree-sitter-vimdoc, Vim help file grammar for tree-sitter
 tslib, Touchscreen Access Library
 ttf-dejavu, Font family based on the Bitstream Vera Fonts with a wider range of characters
 ttf-font-awesome, Iconic font designed for Bootstrap
 ttf-hack, A hand groomed and optically balanced typeface based on Bitstream Vera Mono.
 ttf-liberation, Font family which aims at metric compatibility with Arial Times New Roman and Courier New
 twolame, An optimized MPEG Audio Layer 2 (MP2) encoder
 tzdata, Sources for time zone and daylight saving time data
 uchardet, Encoding detector library ported from Mozilla
 udisks2, Daemon tools and libraries to access and manipulate disks storage devices and technologies
 ueberzug, Command line util which allows to display images in combination with X11
 unclutter, A small program for hiding the mouse cursor
 unibilium, A terminfo parsing library
 unixodbc, ODBC is an open specification for providing application developers with a predictable API with which to access Data Sources
 unzip, For extracting and viewing files in .zip archives
 upower, Abstraction for enumerating power devices listening to device events and querying history and statistics
 uthash, C preprocessor implementations of a hash table and a linked list
 util-linux, Miscellaneous system utilities for Linux
 util-linux-libs, util-linux runtime libraries
 v4l-utils, Userspace tools and conversion library for Video 4 Linux
 vapoursynth, A video processing framework with the future in mind
 ventoy-bin, A new bootable USB solution
 vid.stab, Video stabilization library
 vim, Vi Improved a highly configurable improved version of the vi text editor
 vim-runtime, Vi Improved a highly configurable improved version of the vi text editor (shared runtime)
 vlc, Multi-platform MPEG VCD/DVD and DivX player
 vmaf, Perceptual video quality assessment algorithm based on multi-method fusion
 volume_key, A library for manipulating storage volume encryption keys and storing them separately from volumes to handle forgotten passphrases
 vte-common, Virtual Terminal Emulator widget (common files)
 vte3, Virtual Terminal Emulator widget (GTK3)
 vulkan-headers, Vulkan header files
 vulkan-icd-loader, Vulkan Installable Client Driver (ICD) Loader
 wavpack, Audio compression format with lossless lossy and hybrid compression modes
 wayland, A computer display server protocol
 wcslib, A C library that implements the 'World Coordinate System' (WCS) standard in FITS
 webrtc-audio-processing-1, AudioProcessing library based on Google's implementation of WebRTC
 wget, Network utility to retrieve files from the Web
 which, A utility to show the full path of commands
 whitesur-cursor-theme-git, WhiteSur cursors theme for linux desktops
 whitesur-gtk-theme, A macOS BigSur-like theme for your GTK apps
 whitesur-icon-theme, MacOS Big Sur like icon theme for linux desktops
 wildmidi, Simple software MIDI player which has a core softsynth library
 wireplumber, Session / policy manager implementation for PipeWire
 woff2, Web Open Font Format 2 reference implementation
 wpa_supplicant, A utility providing key negotiation for WPA wireless networks
 x264, Open Source H264/AVC video encoder
 x265, Open Source H265/HEVC video encoder
 xcb-proto, XML-XCB protocol descriptions
 xcb-util, Utility libraries for XC Binding
 xcb-util-cursor, XCB cursor library
 xcb-util-image, Utility libraries for XC Binding - Port of Xlib's XImage and XShmImage functions
 xcb-util-keysyms, Utility libraries for XC Binding - Standard X key constants and conversion to/from keycodes
 xcb-util-renderutil, Utility libraries for XC Binding - Convenience functions for the Render extension
 xcb-util-wm, Utility libraries for XC Binding - client and window-manager helpers for ICCCM
 xcb-util-xrm, XCB utility functions for the X resource manager
 xclip, Command line interface to the X11 clipboard
 xcompmgr, Composite window effect manager for X.org
 xdg-desktop-portal, Desktop integration portals for sandboxed apps
 xdg-utils, Command line tools that assist applications with a variety of desktop integration tasks
 xdotool, Command-line X11 automation tool
 xf86-input-libinput, Generic input driver for the X.Org server based on libinput
 xf86-video-vesa, X.org vesa video driver
 xfce4-notifyd, Notification daemon for the Xfce desktop
 xfce4-power-manager, Power Manager for Xfce
 xfce4-settings, Xfce's Configuration System
 xfce4-taskmanager, Easy to use task manager
 xfce4-terminal, A modern terminal emulator primarily for the Xfce desktop environment
 xfconf, D-Bus-based configuration storage system
 xkeyboard-config, X keyboard configuration files
 xmlsec, XML Security Library is a C library based on LibXML2
 xmlto, Convert xml to many other formats
 xorg-bdftopcf, Convert X font from Bitmap Distribution Format to Portable Compiled Format
 xorg-docs, X.org documentations
 xorg-font-util, X.Org font utilities
 xorg-fonts-100dpi, X.org 100dpi fonts
 xorg-fonts-75dpi, X.org 75dpi fonts
 xorg-fonts-alias-100dpi, X.org font alias files - 100dpi font familiy
 xorg-fonts-alias-75dpi, X.org font alias files - 75dpi font familiy
 xorg-fonts-encodings, X.org font encoding files
 xorg-iceauth, ICE authority file utility
 xorg-mkfontscale, Create an index of scalable font files for X
 xorg-server, Xorg X server
 xorg-server-common, Xorg server common files
 xorg-server-devel, Development files for the X.Org X server
 xorg-server-xephyr, A nested X server that runs as an X application
 xorg-server-xnest, A nested X server that runs as an X application
 xorg-server-xvfb, Virtual framebuffer X server
 xorg-sessreg, Register X sessions in system utmp/utmpx databases
 xorg-setxkbmap, Set the keyboard using the X Keyboard Extension
 xorg-smproxy, Allows X applications that do not support X11R6 session management to participate in an X11R6 session
 xorg-util-macros, X.Org Autotools macros
 xorg-x11perf, Simple X server performance benchmarker
 xorg-xauth, X.Org authorization settings program
 xorg-xbacklight, RandR-based backlight control application
 xorg-xcmsdb, Device Color Characterization utility for X Color Management System
 xorg-xcursorgen, Create an X cursor file from PNG images
 xorg-xdpyinfo, Display information utility for X
 xorg-xdriinfo, Query configuration information of DRI drivers
 xorg-xev, Print contents of X events
 xorg-xgamma, Alter a monitor's gamma correction
 xorg-xhost, Server access control program for X
 xorg-xinit, X.Org initialisation program
 xorg-xinput, Small commandline tool to configure devices
 xorg-xkbcomp, X Keyboard description compiler
 xorg-xkbevd, XKB event daemon
 xorg-xkbutils, XKB utility demos
 xorg-xkill, Kill a client by its X resource
 xorg-xlsatoms, List interned atoms defined on server
 xorg-xlsclients, List client applications running on a display
 xorg-xmessage, Display a message or query in a window
 xorg-xmodmap, Utility for modifying keymaps and button mappings
 xorg-xpr, Print an X window dump from xwd
 xorg-xprop, Property displayer for X
 xorg-xrandr, Primitive command line interface to RandR extension
 xorg-xrdb, X server resource database utility
 xorg-xrefresh, Refresh all or part of an X screen
 xorg-xset, User preference utility for X
 xorg-xsetroot, Classic X utility to set your root window background to a given pattern or color
 xorg-xvinfo, Prints out the capabilities of any video adaptors associated with the display that are accessible through the X-Video extension
 xorg-xwayland, run X clients under wayland
 xorg-xwd, X Window System image dumping utility
 xorg-xwininfo, Command-line utility to print information about windows on an X server
 xorg-xwud, X Window System image undumping utility
 xorgproto, combined X.Org X11 Protocol headers
 xss-lock, Use external locker as X screen saver
 xvidcore, XviD is an open source MPEG-4 video codec
 xxhash, Extremely fast non-cryptographic hash algorithm
 xz, Library and command line tools for XZ and LZMA compressed files
 yadm, Yet Another Dotfiles Manager
 yajl, Yet Another JSON Library
 yarn, Fast reliable and secure dependency management
 yt-dlp, A youtube-dl fork with additional features and fixes
 zathura, Minimalistic document viewer
 zathura-pdf-mupdf, PDF support for Zathura (MuPDF backend) (Supports PDF ePub and OpenXPS)
 zeromq, Fast messaging system built on sockets. C and C++ bindings. aka 0MQ ZMQ.
 zimg, Scaling colorspace conversion and dithering library
 zip, Compressor/archiver for creating and modifying zipfiles
 zix, A lightweight C99 portability and data structure library
 zlib, Compression library implementing the deflate compression method found in gzip and PKZIP
 zoom, Video Conferencing and Web Conferencing Service
 zotero-bin, Zotero Standalone. Is a free easy-to-use tool to help you collect organize cite and share your research sources.
 zsh, A very advanced and programmable command interpreter (shell) for UNIX
 zsh-autosuggestions, Fish-like autosuggestions for zsh
 zsh-fast-syntax-highlighting, Optimized and extended zsh-syntax-highlighting
 zsh-history-substring-search, ZSH port of Fish history search (up arrow)
 zsh-you-should-use, ZSH plugin that reminds you to use existing aliases for commands you just typed
 zstd, Zstandard - Fast real-time compression algorithm
 zxing-cpp, A C++ library to decode QRCode
 zziplib, A lightweight library that offers the ability to easily extract data from files archived in a single zip file
